id,year_birth,education,marital_status,income,kidhome,teenhome,dt_customer,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,acceptedcmp3,acceptedcmp4,acceptedcmp5,acceptedcmp1,acceptedcmp2,complain,z_costcontact,z_revenue,response
1966.0,1970-01-01 00:00:00.000001965,PhD,Married,84618.0,0,0,22-11-2013,96,684,100,801,21.0,66.0,0,1,6,9.0,10,2,0,0,1,0,0,0,3,11,0
6864.0,1970-01-01 00:00:00.000001989,Master,Divorced,10979.0,0,0,22-05-2014,34,8,4,10,2.0,2.0,4,2,3,0.0,3,5,0,0,0,0,0,0,3,11,0
3033.0,1970-01-01 00:00:00.000001963,Master,Together,38620.0,0,0,11-05-2013,56,112,17,44,34.0,22.0,89,1,2,5.0,3,3,0,0,0,0,0,0,3,11,0
5710.0,1970-01-01 00:00:00.000001970,Graduation,Together,40548.0,0,1,10-10-2012,31,110,0,5,2.0,0.0,3,2,2,1.0,4,5,0,1,0,0,0,0,3,11,0
7373.0,1970-01-01 00:00:00.000001952,PhD,Divorced,46610.0,0,2,29-10-2012,8,96,12,96,33.0,22.0,43,6,4,1.0,6,6,0,0,0,0,0,0,3,11,1
8755.0,1970-01-01 00:00:00.000001946,Master,Married,68657.0,0,0,20-02-2013,4,482,34,471,119.0,68.0,22,1,3,5.0,9,7,0,0,0,0,0,0,3,11,0
10738.0,1970-01-01 00:00:00.000001951,Master,Single,49389.0,1,1,29-08-2013,55,40,0,19,2.0,1.0,3,1,2,0.0,3,7,0,0,0,0,0,0,3,11,0
4339.0,1970-01-01 00:00:00.000001970,PhD,Married,67353.0,0,1,31-12-2013,37,702,17,151,0.0,8.0,35,5,5,6.0,12,2,0,0,0,0,0,0,3,11,0
10755.0,1970-01-01 00:00:00.000001976,2n Cycle,Married,23718.0,1,0,02-09-2013,76,6,3,14,15.0,7.0,36,3,3,1.0,2,7,0,0,0,0,0,0,3,11,0
8595.0,1970-01-01 00:00:00.000001973,Graduation,Widow,42429.0,0,1,11-02-2014,98,55,0,6,2.0,0.0,4,2,1,1.0,3,5,0,0,0,0,0,0,3,11,0
2968.0,1970-01-01 00:00:00.000001943,PhD,Divorced,48948.0,0,0,01-02-2013,53,437,8,206,160.0,49.0,42,2,7,10.0,5,6,1,0,0,0,0,0,3,11,1
8601.0,1970-01-01 00:00:00.000001980,Graduation,Married,80011.0,0,1,29-04-2013,3,421,76,536,82.0,177.22000000000025,102,2,8,6.0,5,4,0,0,0,0,0,0,3,11,0
503.0,1970-01-01 00:00:00.000001985,Master,Married,20559.0,1,0,12-03-2013,88,13,1,29,3.0,0.0,7,2,2,0.0,3,8,0,0,0,0,0,0,3,11,0
8430.0,1970-01-01 00:00:00.000001957,Graduation,Together,21994.0,0,1,24-12-2012,4,9,0,6,3.0,1.0,3,1,0,0.0,3,5,0,0,0,0,0,0,3,11,0
7281.0,1970-01-01 00:00:00.000001959,PhD,Single,51381.5,0,0,05-11-2013,80,81,11,50,3.0,2.0,39,1,1,3.0,4,2,0,0,0,0,0,0,3,11,0
2139.0,1970-01-01 00:00:00.000001975,Master,Married,7705.92,1,0,02-10-2013,19,3,1,10,3.0,2.0,12,3,2,0.0,3,5,0,0,0,0,0,0,3,11,0
1371.0,1970-01-01 00:00:00.000001976,Graduation,Single,79941.0,0,0,28-06-2014,72,123,164,266,226.22000000000025,30.0,174,1,2,4.0,9,1,0,0,0,0,0,0,3,11,0
9909.0,1970-01-01 00:00:00.000001996,2n Cycle,Married,7705.92,0,0,09-11-2012,24,3,18,14,15.0,22.0,50,3,3,1.0,3,9,0,0,0,0,0,0,3,11,1
7286.0,1970-01-01 00:00:00.000001968,Graduation,Together,41728.0,1,0,24-05-2013,92,13,6,15,3.0,5.0,13,1,2,0.0,2,9,0,0,0,0,0,0,3,11,0
7244.0,1970-01-01 00:00:00.000001951,Graduation,Single,51381.5,2,1,01-01-2014,96,48,5,48,6.0,10.0,7,3,2,1.0,4,6,0,0,0,0,0,0,3,11,0
6566.0,1970-01-01 00:00:00.000001954,PhD,Married,72550.0,1,1,08-11-2012,39,826,50,317,50.0,38.0,38,9,5,2.0,12,8,0,0,0,0,0,0,3,11,0
8614.0,1970-01-01 00:00:00.000001957,Graduation,Widow,65486.0,0,1,12-05-2014,29,245,19,125,37.0,67.0,14,1,4,2.0,10,2,0,0,0,0,0,0,3,11,0
4114.0,1970-01-01 00:00:00.000001964,Master,Married,79143.0,0,0,11-08-2012,2,650,37,780,27.0,167.0,32,1,6,9.0,13,3,0,0,0,0,0,0,3,11,0
1331.0,1970-01-01 00:00:00.000001977,Graduation,Single,35790.0,1,0,02-01-2013,54,12,6,20,30.0,1.0,3,2,2,0.0,3,7,0,0,0,0,0,0,3,11,0
2225.0,1970-01-01 00:00:00.000001977,Graduation,Divorced,82582.0,0,0,07-06-2014,54,510,120,550,156.0,40.0,227,1,4,9.0,7,1,1,0,0,1,0,0,3,11,1
9381.0,1970-01-01 00:00:00.000001978,Graduation,Married,66373.0,1,1,12-06-2013,57,328,9,124,12.0,24.0,109,7,4,2.0,10,3,0,0,0,0,0,0,3,11,0
6260.0,1970-01-01 00:00:00.000001955,Master,Together,82384.0,0,0,19-11-2012,55,984,51,432,180.0,120.0,190,1,3,10.0,13,1,0,0,1,0,0,0,3,11,1
10383.0,1970-01-01 00:00:00.000001966,Graduation,Divorced,70287.0,0,0,02-04-2013,30,295,35,482,121.0,120.0,40,1,5,5.0,10,3,0,0,0,0,0,0,3,11,1
7437.0,1970-01-01 00:00:00.000001988,Graduation,Single,27938.0,1,0,28-04-2014,31,13,0,8,2.0,1.0,5,1,1,0.0,4,3,0,0,0,0,0,0,3,11,0
8557.0,1970-01-01 00:00:00.000001982,Graduation,Single,51381.5,1,0,17-06-2013,57,11,3,22,2.0,2.0,6,2,2,0.0,3,6,0,0,0,0,0,0,3,11,0
8375.0,1970-01-01 00:00:00.000001968,PhD,Married,55954.0,0,1,03-03-2014,63,447,0,28,0.0,0.0,43,3,8,2.0,6,7,0,0,0,0,0,0,3,11,0
6853.0,1970-01-01 00:00:00.000001982,Master,Single,75777.0,0,0,04-07-2013,12,712,26,538,69.0,13.0,80,1,3,6.0,11,1,0,1,1,0,0,0,3,11,1
3076.0,1970-01-01 00:00:00.000001975,Graduation,Together,66653.0,1,1,07-09-2012,18,452,18,102,16.0,18.0,6,4,4,2.0,12,3,0,0,0,0,0,0,3,11,0
1012.0,1970-01-01 00:00:00.000001952,Graduation,Single,61823.0,0,1,18-02-2013,26,523,7,134,37.0,14.0,169,4,8,2.0,10,7,0,0,0,0,0,0,3,11,0
6518.0,1970-01-01 00:00:00.000001951,PhD,Widow,67680.0,0,1,11-06-2013,8,546,0,48,0.0,6.0,6,1,7,3.0,8,5,0,0,0,0,0,0,3,11,0
4137.0,1970-01-01 00:00:00.000001948,Graduation,Together,70666.0,0,0,06-12-2013,29,398,40,367,119.0,122.0,30,1,7,4.0,4,4,0,0,0,0,0,0,3,11,0
8082.0,1970-01-01 00:00:00.000001971,Graduation,Married,25721.0,1,0,21-05-2013,75,1,3,6,3.0,6.0,15,1,1,1.0,2,7,0,0,0,0,0,0,3,11,1
1386.0,1970-01-01 00:00:00.000001967,Graduation,Together,32474.0,1,1,11-05-2014,0,10,0,2,0.0,0.0,0,1,1,0.0,2,7,0,0,0,0,0,0,3,11,0
9369.0,1970-01-01 00:00:00.000001979,2n Cycle,Single,88194.0,0,1,19-03-2014,19,688,14,309,201.0,24.0,38,1,11,10.0,10,5,1,0,0,1,0,0,3,11,1
4477.0,1970-01-01 00:00:00.000001958,Graduation,Together,69096.0,0,1,27-09-2013,4,247,49,159,7.0,82.0,109,1,5,2.0,10,4,0,0,0,0,0,0,3,11,0
1357.0,1970-01-01 00:00:00.000001970,Graduation,Together,74854.0,1,2,08-04-2013,90,856,59,487,58.0,29.0,73,7,2,5.0,5,5,0,0,0,0,0,0,3,11,0
1402.0,1970-01-01 00:00:00.000001954,Master,Married,66991.0,0,0,11-09-2012,1,496,36,460,189.0,60.0,12,3,4,8.0,6,3,0,0,0,0,0,0,3,11,0
10629.0,1970-01-01 00:00:00.000001973,2n Cycle,Married,51381.5,1,0,14-09-2012,25,25,3,43,17.0,4.0,17,3,3,0.0,3,8,0,0,0,0,0,0,3,11,0
6312.0,1970-01-01 00:00:00.000001959,Graduation,Married,65031.0,0,1,17-03-2013,29,258,107,291,84.0,37.0,86,4,10,3.0,13,7,0,0,0,0,0,0,3,11,0
8132.0,1970-01-01 00:00:00.000001975,PhD,Married,60631.0,1,1,05-04-2013,88,565,6,65,0.0,6.0,19,5,9,2.0,8,7,0,1,0,0,0,0,3,11,0
1050.0,1970-01-01 00:00:00.000001952,Graduation,Married,28332.0,0,0,30-04-2014,58,14,10,13,4.0,15.0,9,1,2,1.0,4,2,0,0,0,0,0,0,3,11,0
5846.0,1970-01-01 00:00:00.000001977,Graduation,Divorced,40246.0,1,0,19-12-2012,68,2,1,6,2.0,1.0,1,1,1,0.0,2,6,0,0,0,0,0,0,3,11,0
1859.0,1970-01-01 00:00:00.000001972,Master,Married,75251.0,0,0,27-08-2012,34,721,111,915,97.0,18.0,18,1,7,6.0,5,5,0,0,0,0,0,0,3,11,1
7503.0,1970-01-01 00:00:00.000001976,Graduation,Single,75825.0,0,0,12-10-2012,40,1032,105,779,137.0,105.0,51,0,5,8.0,9,4,1,0,0,0,0,0,3,11,1
10401.0,1970-01-01 00:00:00.000001976,2n Cycle,Together,26326.0,0,0,04-09-2013,12,1,0,5,0.0,3.0,9,1,0,0.0,3,3,0,0,0,0,0,1,3,11,0
1618.0,1970-01-01 00:00:00.000001965,Graduation,Together,56046.0,0,0,02-01-2013,9,577,0,64,0.0,0.0,51,2,10,1.0,8,8,1,0,0,0,0,0,3,11,1
3332.0,1970-01-01 00:00:00.000001985,Graduation,Single,29760.0,1,0,29-08-2012,87,64,4,68,7.0,5.0,17,4,3,1.0,4,8,0,0,0,0,0,0,3,11,0
2261.0,1970-01-01 00:00:00.000001969,Graduation,Married,26304.0,1,0,23-06-2013,5,4,1,5,2.0,0.0,4,1,1,0.0,2,7,0,0,0,0,0,0,3,11,0
5346.0,1970-01-01 00:00:00.000001973,2n Cycle,Married,23559.0,1,0,03-07-2013,87,25,5,19,7.0,0.0,23,3,3,0.0,3,7,0,0,0,0,0,0,3,11,0
4119.0,1970-01-01 00:00:00.000001963,Master,Together,38620.0,0,0,11-05-2013,56,112,17,44,34.0,22.0,89,1,2,5.0,3,3,0,0,0,0,0,0,3,11,0
535.0,1970-01-01 00:00:00.000001987,Graduation,Divorced,81361.0,0,0,25-02-2014,18,163,23,424,27.0,65.0,76,1,3,10.0,13,1,0,0,0,0,0,0,3,11,0
5268.0,1970-01-01 00:00:00.000001960,Graduation,Married,29440.0,1,1,11-08-2013,95,17,8,14,10.0,4.0,3,2,1,0.0,4,7,0,0,0,0,0,0,3,11,0
273.0,1970-01-01 00:00:00.000001970,Master,Married,36138.0,1,1,16-07-2013,48,130,0,16,0.0,0.0,5,5,3,1.0,4,7,0,1,0,0,0,0,3,11,0
4452.0,1970-01-01 00:00:00.000001957,Graduation,Single,50388.0,0,1,28-05-2014,3,292,6,37,0.0,3.0,34,4,6,1.0,6,7,0,1,0,1,0,0,3,11,1
8504.0,1970-01-01 00:00:00.000001973,Graduation,Married,79593.0,0,0,12-05-2014,70,350,60,568,110.0,133.0,145,1,5,6.0,7,2,0,0,1,0,0,0,3,11,0
771.0,1970-01-01 00:00:00.000001967,Graduation,Together,54178.0,0,1,21-01-2014,79,135,9,39,4.0,0.0,7,1,2,2.0,5,2,0,0,0,0,0,0,3,11,0
8996.0,1970-01-01 00:00:00.000001957,PhD,Married,51381.5,2,1,19-11-2012,4,230,42,192,49.0,37.0,53,10,7,2.0,8,9,0,0,0,0,0,0,3,11,0
9235.0,1970-01-01 00:00:00.000001957,Graduation,Single,51381.5,1,1,27-05-2014,45,7,0,8,2.0,0.0,1,1,1,0.0,2,7,0,0,0,0,0,0,3,11,0
5798.0,1970-01-01 00:00:00.000001973,Master,Together,51381.5,0,0,23-11-2013,87,445,37,359,98.0,28.0,18,1,2,4.0,8,1,0,0,0,0,0,0,3,11,0
11074.61,1970-01-01 00:00:00.000001972,Master,Single,42394.0,1,0,23-03-2014,69,15,2,10,0.0,1.0,4,1,1,0.0,3,7,0,0,0,0,0,0,3,11,0
2230.0,1970-01-01 00:00:00.000001970,PhD,Married,23626.0,1,0,24-05-2014,84,27,2,14,0.0,0.0,0,3,3,1.0,3,5,0,0,0,0,0,0,3,11,0
7516.0,1970-01-01 00:00:00.000001983,Graduation,Married,30096.0,1,0,22-05-2014,30,5,3,11,12.0,5.0,9,1,2,0.0,3,6,0,0,0,0,0,0,3,11,0
7247.0,1970-01-01 00:00:00.000001960,Graduation,Widow,47916.0,0,1,22-11-2012,72,505,0,26,0.0,0.0,75,5,7,4.0,6,6,0,1,0,0,0,0,3,11,0
11074.61,1970-01-01 00:00:00.000001972,Graduation,Divorced,51813.0,1,1,11-04-2013,37,51,2,7,0.0,1.0,2,2,2,0.0,3,7,0,0,0,0,0,0,3,11,0
4646.0,1970-01-01 00:00:00.000001951,2n Cycle,Married,78497.0,0,0,01-12-2013,44,207,26,447,75.0,0.0,223,1,5,7.0,12,2,0,0,0,1,0,0,3,11,0
3037.0,1970-01-01 00:00:00.000001983,PhD,Married,50150.0,0,0,20-06-2013,32,135,46,92,65.0,61.0,11,2,5,2.0,7,5,0,0,0,0,0,0,3,11,0
1473.0,1970-01-01 00:00:00.000001960,2n Cycle,Single,47823.0,0,1,23-07-2013,0,53,1,5,2.0,1.0,10,2,2,0.0,3,8,0,0,0,0,0,0,3,11,0
1016.0,1970-01-01 00:00:00.000001959,PhD,Single,34554.0,0,1,30-03-2014,43,41,1,6,2.0,0.0,5,2,2,0.0,3,6,0,0,0,0,0,0,3,11,0
4518.0,1970-01-01 00:00:00.000001979,Graduation,Together,85693.0,0,1,20-04-2013,59,386,172,183,185.0,132.0,111,2,9,5.0,11,5,0,0,0,0,0,0,3,11,0
9370.0,1970-01-01 00:00:00.000001945,PhD,Married,65846.0,0,0,17-05-2013,68,562,81,276,80.0,40.0,81,1,6,3.0,6,4,0,0,0,0,0,0,3,11,0
8908.0,1970-01-01 00:00:00.000001959,Graduation,Married,87195.0,0,0,08-05-2014,35,217,76,690,50.0,26.0,38,1,3,10.610000000000127,5,1,0,0,0,0,0,0,3,11,1
8373.0,1970-01-01 00:00:00.000001979,Basic,Together,24594.0,1,0,10-12-2013,94,1,3,6,10.0,0.0,9,1,1,0.0,3,5,0,0,0,0,0,0,3,11,0
7533.0,1970-01-01 00:00:00.000001964,Graduation,Married,49096.0,1,1,24-09-2013,15,144,1,32,2.0,1.0,7,4,4,1.0,4,7,0,0,0,0,0,0,3,11,0
2683.0,1970-01-01 00:00:00.000001969,Graduation,Married,52413.0,0,2,02-02-2013,56,295,106,271,75.0,98.0,65,4,6,4.0,12,6,0,0,0,0,0,0,3,11,0
3629.0,1970-01-01 00:00:00.000001978,Graduation,Single,38557.0,1,0,19-12-2012,17,76,3,31,4.0,4.0,27,2,3,1.0,3,7,0,0,0,0,0,0,3,11,0
10991.0,1970-01-01 00:00:00.000001960,Master,Married,89058.0,0,0,07-12-2012,18,454,172,106,31.0,22.0,43,1,5,4.0,4,2,0,0,0,0,0,0,3,11,0
5077.0,1970-01-01 00:00:00.000001979,Graduation,Together,77298.0,0,1,02-11-2013,46,425,115,292,23.0,35.0,79,1,6,6.0,11,3,0,0,0,0,0,0,3,11,0
7431.0,1970-01-01 00:00:00.000001991,PhD,Single,68126.0,0,0,10-11-2012,40,1285,17,311,23.0,51.0,86,1,7,4.0,5,9,0,1,0,0,0,0,3,11,1
3267.0,1970-01-01 00:00:00.000001963,Master,Together,57288.0,0,1,25-06-2014,27,527,0,21,0.0,0.0,60,3,8,1.0,8,6,0,1,0,0,0,0,3,11,0
999.0,1970-01-01 00:00:00.000001991,Graduation,Single,86037.0,0,0,02-01-2013,95,490,44,125,29.0,20.0,22,1,6,7.0,11,3,0,1,1,0,0,0,3,11,1
9215.0,1970-01-01 00:00:00.000001980,PhD,Married,43974.0,1,0,12-12-2012,19,378,0,101,0.0,0.0,72,5,6,4.0,6,7,0,0,0,0,0,0,3,11,0
2286.0,1970-01-01 00:00:00.000001962,Graduation,Single,50785.0,1,1,10-09-2013,27,64,1,21,0.0,1.0,27,2,2,1.0,3,6,0,0,0,0,0,0,3,11,0
1592.0,1970-01-01 00:00:00.000001970,Graduation,Married,90765.0,0,0,24-01-2014,25,547,99,812,151.0,82.0,33,0,4,6.0,5,1,0,0,1,1,0,0,3,11,0
367.0,1970-01-01 00:00:00.000001978,2n Cycle,Married,36550.0,1,0,19-02-2013,74,47,90,94,123.0,103.0,120,5,9,1.0,5,9,0,0,0,0,0,0,3,11,0
5234.0,1970-01-01 00:00:00.000001967,2n Cycle,Together,30753.0,1,1,11-07-2013,85,12,5,25,0.0,9.0,30,2,1,1.0,3,5,0,0,0,0,0,0,3,11,0
9862.0,1970-01-01 00:00:00.000001969,Graduation,Together,21918.0,1,0,14-11-2013,37,1,6,7,11.0,5.0,3,2,2,0.0,3,6,0,0,0,0,0,0,3,11,0
9805.0,1970-01-01 00:00:00.000001953,Master,Together,56129.0,0,1,20-06-2013,65,320,48,133,39.0,72.0,48,4,6,2.0,10,4,0,0,0,0,0,0,3,11,0
6205.0,1970-01-01 00:00:00.000001967,Master,Single,32557.0,1,0,24-02-2014,13,34,3,29,0.0,4.0,10,3,2,1.0,3,5,0,0,0,0,0,0,3,11,1
8442.0,1970-01-01 00:00:00.000001985,Master,Married,19510.0,2,0,04-09-2013,63,9,0,7,3.0,4.0,7,2,1,0.0,3,7,0,0,0,0,0,0,3,11,0
7386.0,1970-01-01 00:00:00.000001976,Graduation,Divorced,30992.0,1,0,22-04-2013,83,17,0,14,7.0,3.0,2,1,1,0.0,3,7,0,0,0,0,0,0,3,11,0
7215.0,1970-01-01 00:00:00.000001983,Graduation,Single,94437.68000000001,0,0,12-03-2013,69,722,27,102,44.0,72.0,168,0,6,8.0,13,2,0,1,1,1,0,0,3,11,1
1491.0,1970-01-01 00:00:00.000001965,2n Cycle,Together,71488.0,0,0,18-02-2013,87,162,33,124,40.0,28.0,172,2,3,4.0,7,1,0,0,0,0,0,0,3,11,0
11071.0,1970-01-01 00:00:00.000001984,Graduation,Single,79607.0,0,0,21-04-2013,37,450,133,915,173.0,0.0,216,1,3,6.0,6,1,0,0,0,0,0,0,3,11,1
3381.0,1970-01-01 00:00:00.000001953,Master,Married,54348.0,1,1,08-06-2014,51,70,0,16,0.0,0.0,4,2,2,0.0,4,6,0,0,0,0,0,0,3,11,0
8268.0,1970-01-01 00:00:00.000001961,PhD,Married,51381.5,0,1,11-07-2013,23,352,0,27,10.0,0.0,15,3,6,1.0,7,6,0,0,0,0,0,0,3,11,0
11051.0,1970-01-01 00:00:00.000001956,PhD,Together,77376.0,1,1,10-05-2014,72,492,19,110,16.0,12.0,12,4,6,3.0,10,4,0,0,0,0,0,0,3,11,0
8026.0,1970-01-01 00:00:00.000001952,Graduation,Married,62998.0,0,1,30-09-2013,10,120,58,73,65.0,89.0,58,5,5,4.0,5,5,0,0,0,0,0,0,3,11,0
433.0,1970-01-01 00:00:00.000001958,Master,Alone,61331.0,1,1,10-03-2013,42,534,5,47,0.0,5.0,41,5,11,1.0,6,8,0,0,0,0,0,0,3,11,0
9597.0,1970-01-01 00:00:00.000001969,Graduation,Married,73448.0,0,0,10-02-2014,10,236,106,189,23.0,41.0,130,1,7,2.0,9,4,0,0,0,0,0,0,3,11,0
1295.0,1970-01-01 00:00:00.000001963,Graduation,Married,51381.5,0,1,11-08-2013,96,231,65,196,38.0,71.0,124,1,6,5.0,7,4,0,0,0,0,0,0,3,11,0
5290.0,1970-01-01 00:00:00.000001964,PhD,Married,41551.0,1,1,14-08-2013,51,220,0,33,3.0,0.0,23,5,5,1.0,5,8,0,0,0,0,0,0,3,11,0
1685.0,1970-01-01 00:00:00.000001967,PhD,Together,62981.0,0,0,17-03-2013,21,796,14,590,38.0,44.0,0,1,4,5.0,13,3,0,1,0,0,0,0,3,11,0
5342.0,1970-01-01 00:00:00.000001976,Basic,Divorced,9548.0,1,0,08-08-2012,31,1,1,3,10.0,6.0,9,2,1,0.0,3,8,0,0,0,0,0,0,3,11,0
9579.0,1970-01-01 00:00:00.000001959,PhD,Married,33762.0,2,1,07-07-2013,61,53,1,34,2.0,0.0,16,3,2,2.0,2,8,0,0,0,0,0,0,3,11,0
7660.0,1970-01-01 00:00:00.000001973,PhD,Alone,35860.0,1,1,19-05-2014,37,15,0,8,4.0,2.0,20,2,1,1.0,2,5,1,0,0,0,0,0,3,11,1
1461.0,1970-01-01 00:00:00.000001965,PhD,Divorced,36921.0,1,1,28-07-2013,74,17,1,12,3.0,1.0,4,2,2,0.0,3,7,0,0,0,0,0,0,3,11,0
821.0,1970-01-01 00:00:00.000001992,Master,Single,92859.0,0,0,19-10-2012,46,962,61,915,52.0,61.0,20,1,5,4.0,12,2,0,0,0,0,0,0,3,11,0
11074.61,1970-01-01 00:00:00.000001976,Master,Together,65104.0,0,1,14-11-2013,4,738,0,232,13.0,20.0,50,2,3,5.0,7,7,0,0,0,0,0,0,3,11,1
8690.0,1970-01-01 00:00:00.000001962,Graduation,Married,86111.0,0,0,19-04-2013,73,399,28,756,36.0,40.0,126,1,5,7.0,10,2,0,0,0,0,0,0,3,11,0
2937.0,1970-01-01 00:00:00.000001974,PhD,Single,68352.0,0,1,28-08-2013,47,614,16,132,43.0,33.0,33,3,8,5.0,9,6,0,0,0,0,0,0,3,11,0
9701.0,1970-01-01 00:00:00.000001988,Graduation,Together,41883.0,1,0,19-03-2013,13,32,34,41,73.0,16.0,116,3,4,2.0,3,7,0,0,0,0,0,0,3,11,0
